Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Region,Product_ID,Product_Category,Product_Name,Quantity,Price,Discount,Sales,Profit,Payment_Mode,Delivery_Status,Feedback_Rating
ORD100013,2025-10-26,CUST3494,Raymond Miller,Male,39,Lake Vanessaland,Delaware,East,PROD255,Food,Store,3,122.94,0.27,722.78,113.51,UPI,Pending,4
ORD100014,2024-06-07,CUST4156,Jessica Clements,Male,31,East Jessicatown,Missouri,East,PROD161,Furniture,To,1,249.27,0.1,108.48,-44.22,Card,Delivered,4
ORD100015,2025-06-21,CUST7141,Ashley Rodriguez,Female,45,Port Alexanderside,Illinois,West,PROD743,Clothing,Good,5,30.19,0.04,749.87,-53.63,Card,Cancelled,4
ORD100016,2025-01-03,CUST5042,Jessica Taylor,Female,57,South Debra,Minnesota,West,PROD134,Food,Everything,5,242.8,0.09,125.68,287.61,Card,Delivered,3
ORD100017,2024-07-11,CUST5116,Laura Dixon,Female,28,East Patricia,Oregon,East,PROD869,Food,How,1,51.27,0.28,105.61,215.74,Cash,Cancelled,3
ORD100018,2026-01-13,CUST3203,Maria Lee,Male,65,Kimshire,Alaska,North,PROD760,Food,Party,5,68.94,0.22,67.97,159.8,Card,Pending,1
ORD100019,2026-02-02,CUST7244,Joseph Ferguson,Male,23,Martinfort,Kansas,South,PROD748,Furniture,Similar,4,280.41,0.09,448.42,-69.82,Card,Delivered,5
ORD100020,2025-08-20,CUST9746,Christopher Ruiz,Female,43,South Gary,Kansas,West,PROD804,Food,Mr,2,353.99,0.26,810.87,270.45,Cash,Cancelled,2
ORD100021,2025-06-07,CUST6919,Jennifer Collier,Male,26,East Barbarahaven,California,South,PROD747,Food,Direction,10,415.71,0.24,551.16,239.77,Card,Pending,1
ORD100022,2026-01-11,CUST8556,Emily Choi,Male,39,Williamston,California,East,PROD746,Food,Moment,10,413.32,0.27,703.21,124.29,Card,Delivered,4
ORD100023,2026-02-08,CUST7360,Theresa Vazquez,Male,37,Ramseyport,Utah,South,PROD753,Clothing,Charge,6,73.53,0.21,528.43,143.38,Cash,Cancelled,3
ORD100024,2025-09-24,CUST3052,Dr. Catherine Garcia MD,Female,56,East Kelly,Arizona,East,PROD553,Furniture,Long,4,96.26,0.23,853.33,168.49,UPI,Cancelled,2
ORD100025,2024-10-06,CUST8423,Samantha Acevedo,Female,47,West Edward,Missouri,East,PROD472,Food,Yet,2,217.1,0.14,809.18,49.36,Cash,Delivered,2
ORD100026,2025-06-17,CUST4971,Richard Allen,Male,29,Robinsonfort,Hawaii,East,PROD839,Electronics,Day,9,97.49,0.29,917.79,73.69,Cash,Cancelled,4
ORD100027,2026-01-06,CUST5536,Stephen Morrison,Female,26,Clarkeshire,Indiana,North,PROD622,Electronics,Forward,8,296.77,0.18,940.1,135.53,Cash,Cancelled,2
ORD100028,2024-04-23,CUST2665,Sean Best,Male,42,Lake Markville,North Carolina,North,PROD460,Food,Should,1,305.94,0.05,983.03,217.16,Card,Cancelled,5
ORD100029,2025-09-29,CUST7553,Jamie Soto,Female,63,Rosstown,Tennessee,East,PROD140,Electronics,Admit,9,144.78,0.01,424.86,144.46,Card,Delivered,2
ORD100030,2024-11-13,CUST9688,Jill Roman,Male,19,Port Tommyview,North Carolina,North,PROD340,Electronics,Building,8,404.77,0.29,153.36,-64.89,Card,Cancelled,2
ORD100031,2024-10-19,CUST2218,Jessica Frye,Female,36,Clarkberg,California,West,PROD295,Furniture,According,5,356.93,0.2,177.94,67.8,Cash,Pending,4
ORD100032,2025-06-11,CUST4727,Madison Ferguson,Male,57,Amberborough,Nebraska,East,PROD402,Food,Down,7,161.5,0.26,924.69,194.33,UPI,Pending,1
ORD100033,2025-02-04,CUST9793,Theresa Baldwin,Male,34,New Patrick,Washington,South,PROD393,Clothing,Population,10,285.42,0.01,397.83,171.75,UPI,Delivered,1
ORD100034,2024-07-09,CUST7240,Bruce Brown,Male,65,Jenniferburgh,Georgia,South,PROD461,Electronics,Trade,5,277.36,0.04,492.67,-63.69,Card,Pending,1
ORD100035,2025-12-16,CUST2423,Heather Gregory,Female,49,Richardhaven,Missouri,South,PROD178,Food,Soldier,7,36.89,0.08,149.2,75.01,Card,Cancelled,1
ORD100036,2024-05-18,CUST8053,Amber Malone,Male,24,Lake Jennifermouth,North Dakota,North,PROD131,Electronics,Pay,4,97.93,0.22,874.0,47.65,Cash,Cancelled,1
ORD100037,2025-10-11,CUST3071,Tyler Bennett,Male,25,Lake Aaronbury,Hawaii,North,PROD604,Food,Idea,7,425.9,0.06,277.75,119.66,Cash,Cancelled,2
ORD100038,2024-07-16,CUST6702,Terri Cooper,Male,36,Brittanytown,South Carolina,South,PROD496,Food,Long,3,401.34,0.24,611.86,-74.92,UPI,Cancelled,2
ORD100039,2025-07-10,CUST6984,Anna Hill,Female,19,Leeshire,Kentucky,South,PROD289,Furniture,Reveal,10,16.38,0.12,342.89,112.34,UPI,Pending,5
ORD100040,2025-02-07,CUST8885,Taylor Mcguire,Female,22,Patelburgh,Kansas,South,PROD866,Furniture,Bring,7,106.38,0.03,926.71,103.12,Cash,Cancelled,1
ORD100041,2025-12-23,CUST6411,Jeremy Bauer DDS,Male,36,New Jonathan,Connecticut,North,PROD986,Food,Speech,4,308.47,0.13,708.92,-87.33,Card,Pending,3
ORD100042,2024-07-28,CUST9125,George White,Male,47,North Angelicaborough,Pennsylvania,South,PROD734,Clothing,Hotel,2,411.47,0.04,269.99,258.34,Cash,Cancelled,2
ORD100043,2025-06-03,CUST6781,Denise Mcclure,Male,65,South Aaron,Pennsylvania,West,PROD318,Food,Miss,8,92.61,0.2,536.95,-74.82,Cash,Cancelled,1
ORD100044,2024-06-03,CUST9793,Bradley Green,Male,27,Chadtown,North Dakota,West,PROD914,Furniture,Father,4,184.37,0.26,917.94,-78.93,Cash,Pending,2
ORD100045,2024-10-06,CUST3007,Tami Robinson,Female,58,Baxterland,Maryland,South,PROD187,Food,Language,3,197.27,0.19,676.94,172.63,Cash,Cancelled,5
ORD100046,2025-02-20,CUST7966,Rhonda Miller,Female,30,Turnerburgh,Wisconsin,North,PROD620,Clothing,Station,10,432.68,0.26,876.75,151.57,Card,Pending,5
ORD100047,2025-10-13,CUST8721,Nicole Todd,Female,65,Lake Jennifer,Colorado,North,PROD212,Furniture,Computer,6,62.06,0.24,612.94,144.72,Card,Cancelled,4
ORD100048,2024-09-12,CUST6850,Alicia Mckinney,Female,37,Nataliebury,Florida,East,PROD891,Electronics,Course,2,407.72,0.22,963.33,102.94,Cash,Pending,3
ORD100049,2026-01-19,CUST8175,Wesley Morgan,Female,62,Danielton,Michigan,West,PROD454,Clothing,Spring,7,43.28,0.15,362.74,222.47,Card,Cancelled,5
ORD100050,2025-06-14,CUST1337,Luis Cunningham,Male,19,Fullertown,Wyoming,East,PROD605,Electronics,Between,2,241.8,0.14,671.2,292.74,UPI,Cancelled,4
ORD100051,2025-12-09,CUST7067,Ryan Montgomery,Male,46,Davidtown,Washington,East,PROD151,Electronics,Form,4,473.24,0.24,955.72,-89.02,Cash,Pending,2
ORD100052,2024-12-24,CUST1105,Christine Conley,Male,32,Lake Lucasshire,Arkansas,West,PROD215,Food,Ten,2,84.45,0.09,846.55,-67.86,Cash,Delivered,1
ORD100053,2024-06-16,CUST7837,Jacqueline Morrison,Female,48,Port Marcusville,New Mexico,West,PROD706,Clothing,Although,8,191.76,0.14,830.77,100.67,UPI,Cancelled,2
ORD100054,2026-03-26,CUST1017,Karen Mckay,Male,33,East Douglas,Wisconsin,East,PROD758,Food,Measure,10,220.7,0.14,525.53,-71.63,Cash,Cancelled,2
ORD100055,2026-01-15,CUST6862,Sheena Perez,Female,24,East Dustinton,Nevada,North,PROD628,Clothing,Control,5,31.75,0.21,572.59,28.76,Card,Delivered,5
ORD100056,2024-07-07,CUST3868,Matthew Adkins,Female,64,Castanedaport,Washington,West,PROD836,Clothing,Play,4,413.9,0.0,575.55,128.61,Cash,Pending,2
ORD100057,2025-03-30,CUST3532,Erica Fox,Male,58,New Steven,Arizona,West,PROD831,Furniture,Writer,6,378.59,0.19,517.59,286.0,Cash,Pending,1
ORD100058,2025-05-30,CUST9824,Amanda Harrison,Female,22,Lake Tamarahaven,Mississippi,East,PROD312,Furniture,Election,4,277.93,0.03,586.85,9.25,Cash,Cancelled,2
ORD100059,2025-10-12,CUST9316,David Stokes,Male,28,Courtneytown,Illinois,West,PROD660,Furniture,Say,10,120.4,0.06,41.28,113.51,UPI,Cancelled,2
ORD100060,2025-10-31,CUST5785,Jordan Porter,Female,64,East Lanceland,Oklahoma,South,PROD949,Food,Carry,5,64.8,0.09,278.05,40.65,UPI,Cancelled,1
ORD100061,2025-12-09,CUST9982,Ronald Weber,Male,41,New Timothy,Georgia,West,PROD462,Electronics,Vote,8,31.44,0.07,277.62,131.1,Card,Pending,5
ORD100062,2025-07-28,CUST9634,Veronica Rose,Female,51,West John,New Hampshire,North,PROD667,Clothing,Town,8,286.61,0.18,257.08,140.96,Card,Pending,5
ORD100063,2025-04-01,CUST9350,Christina Flores,Female,54,Pageborough,Connecticut,South,PROD156,Clothing,Top,9,111.6,0.02,267.7,-62.81,Card,Cancelled,1
ORD100064,2026-04-13,CUST3594,Trevor Cameron,Male,55,East Sara,New York,South,PROD655,Clothing,But,8,13.6,0.09,343.75,52.27,Card,Cancelled,2
ORD100065,2025-07-23,CUST1810,Robert Reid,Female,30,Maryfort,Pennsylvania,South,PROD686,Furniture,Manage,8,83.44,0.02,549.87,211.14,Cash,Delivered,3
ORD100066,2024-12-16,CUST1048,Todd Petty,Female,25,Gordonberg,New Mexico,West,PROD478,Food,Inside,10,113.78,0.04,425.55,68.22,Cash,Cancelled,1
ORD100067,2024-05-27,CUST8453,Susan Hernandez,Female,42,Ramirezland,Oklahoma,West,PROD445,Clothing,World,3,19.08,0.17,159.12,107.6,Card,Pending,2
ORD100068,2024-05-17,CUST8977,Kristina Mckay,Male,48,Waltonville,Mississippi,East,PROD462,Furniture,Pm,2,62.59,0.26,763.26,-78.42,UPI,Cancelled,3
ORD100069,2026-03-11,CUST3662,Rachel Blankenship,Male,58,Amandafort,Maine,North,PROD875,Food,Level,9,428.13,0.05,977.82,57.44,Cash,Pending,5
ORD100070,2024-08-21,CUST2457,Kristine Martin,Female,53,Jenniferchester,Kansas,East,PROD801,Clothing,Per,9,446.93,0.24,224.0,16.92,Card,Cancelled,2
ORD100071,2026-03-29,CUST3359,Haley Black,Male,40,Youngmouth,Maryland,North,PROD613,Furniture,Everything,1,25.43,0.04,993.31,-49.68,Cash,Pending,1
ORD100072,2025-08-18,CUST5986,Ann Sullivan,Male,61,North Dorothy,Iowa,East,PROD338,Food,Win,6,310.81,0.16,827.73,273.94,Cash,Cancelled,1
ORD100073,2025-12-27,CUST9379,Rodney Jackson,Female,48,South Brenda,Alaska,South,PROD355,Electronics,Program,5,425.71,0.17,888.88,220.09,Cash,Cancelled,2
ORD100074,2025-06-14,CUST8360,Rodney Mcgrath,Male,25,Mortontown,Colorado,East,PROD264,Electronics,Benefit,3,188.97,0.04,372.42,-45.53,Card,Pending,5
ORD100075,2026-04-01,CUST5613,Brian Morris,Male,38,Juanside,Vermont,West,PROD572,Furniture,Fish,5,447.12,0.26,495.99,176.58,Cash,Delivered,4
ORD100076,2025-05-26,CUST1498,Julian Coleman,Male,45,Mitchellshire,Kentucky,West,PROD788,Clothing,Floor,9,184.46,0.03,356.53,192.55,Cash,Delivered,1
ORD100077,2025-03-28,CUST2848,Claudia Roberts,Male,47,Jeannemouth,Rhode Island,West,PROD851,Clothing,Military,9,397.39,0.04,931.14,-74.81,Card,Delivered,4
ORD100078,2026-01-28,CUST9234,Luke Weaver,Female,62,Hullland,Oregon,North,PROD848,Clothing,Color,1,419.08,0.23,919.91,25.77,UPI,Delivered,1
ORD100079,2025-02-20,CUST8855,Jennifer Cowan,Female,28,East Desiree,California,North,PROD344,Clothing,Anything,3,180.64,0.06,831.59,50.61,Card,Pending,3
ORD100080,2024-11-07,CUST3418,Jessica Bruce,Male,64,South Adrianaland,Wyoming,North,PROD737,Clothing,Social,9,448.89,0.03,376.6,37.5,Cash,Cancelled,2
ORD100081,2024-09-08,CUST3782,Jeremy Morales,Male,30,North Joborough,New York,West,PROD648,Electronics,Soldier,6,444.46,0.02,863.78,238.33,Cash,Cancelled,3
ORD100082,2026-01-27,CUST8053,Ryan Flores,Male,36,South Cynthia,Nevada,East,PROD204,Food,Sure,8,219.42,0.28,426.66,-48.61,UPI,Pending,1
ORD100083,2025-04-12,CUST2525,Lauren Nixon,Male,47,Terryville,Maryland,West,PROD709,Clothing,Make,10,229.58,0.26,761.49,150.26,Cash,Delivered,2
ORD100084,2025-01-28,CUST9232,Brandy Brooks,Male,65,Fowlerborough,Pennsylvania,North,PROD827,Clothing,News,10,351.51,0.19,809.34,-33.18,UPI,Delivered,5
ORD100085,2024-05-26,CUST1256,Dawn Solis,Male,48,Melanieshire,Minnesota,West,PROD359,Food,Reality,4,278.66,0.01,499.9,2.22,UPI,Cancelled,2
ORD100086,2025-04-09,CUST5818,Corey Shepard,Female,23,Hernandezstad,Vermont,South,PROD116,Food,Carry,6,424.72,0.28,201.44,7.3,Cash,Pending,2
ORD100087,2026-01-10,CUST3440,Andrea House DVM,Female,45,Amandaland,Arkansas,East,PROD638,Clothing,Performance,8,186.98,0.18,957.85,-27.78,Cash,Cancelled,1
ORD100088,2026-01-08,CUST2843,Manuel Jones,Female,40,Janeport,Arkansas,South,PROD756,Clothing,Market,5,396.86,0.18,467.73,-61.13,Cash,Pending,4
ORD100089,2025-12-01,CUST8156,Jennifer Smith,Male,26,Port James,Minnesota,South,PROD391,Furniture,A,8,417.82,0.13,997.13,20.37,Cash,Cancelled,2
ORD100090,2025-09-14,CUST7537,Pamela Rivera,Male,31,South Lisashire,Arizona,North,PROD589,Electronics,Least,6,147.45,0.11,980.92,113.68,UPI,Delivered,2
ORD100091,2026-02-12,CUST3048,Trevor Roach,Male,57,North Georgefort,Oklahoma,North,PROD326,Clothing,Draw,9,408.22,0.24,685.46,-19.98,UPI,Cancelled,1
ORD100092,2026-04-08,CUST1225,Jessica Lee,Male,32,New Robert,South Dakota,North,PROD816,Clothing,Opportunity,5,98.16,0.16,204.39,14.09,UPI,Delivered,2
ORD100093,2025-01-13,CUST6114,Dr. Charles Ellison,Male,32,Port Jessica,Idaho,South,PROD530,Electronics,How,3,43.55,0.0,476.02,-74.54,Card,Pending,3
ORD100094,2025-07-17,CUST3767,Keith Hodges,Male,40,Jonesmouth,Nevada,South,PROD445,Clothing,Adult,1,371.25,0.01,828.95,101.53,UPI,Pending,4
ORD100095,2026-02-28,CUST1387,Thomas Phelps,Female,19,North Julieborough,West Virginia,West,PROD781,Electronics,See,7,195.01,0.09,311.38,-31.55,Cash,Cancelled,5
ORD100096,2024-07-15,CUST6825,Jessica Wagner,Male,48,Finleyborough,New York,North,PROD893,Furniture,Strategy,7,119.26,0.17,247.69,39.49,Card,Delivered,4
ORD100097,2025-05-06,CUST7111,Brittney Ortega,Male,31,Olivertown,Iowa,North,PROD787,Furniture,Plant,9,264.05,0.04,42.23,188.05,UPI,Pending,3
ORD100098,2024-05-20,CUST1844,Diana Caldwell,Female,26,Moralesfurt,Missouri,South,PROD579,Furniture,Month,7,133.5,0.14,371.45,-8.66,Cash,Pending,4
ORD100099,2025-07-15,CUST4751,Mrs. Tara Carter,Male,65,Port Amber,New Hampshire,East,PROD827,Food,Inside,3,423.53,0.01,86.16,17.68,Card,Delivered,1
ORD100100,2025-07-26,CUST7718,Hannah Dean,Male,64,North Austinchester,New Hampshire,South,PROD699,Electronics,Note,8,329.8,0.07,41.96,203.78,Card,Delivered,5
ORD100101,2026-01-04,CUST2259,Michael Young,Female,51,Millerburgh,Utah,West,PROD595,Clothing,Ball,5,195.29,0.19,384.46,230.9,Cash,Delivered,4
ORD100102,2024-12-31,CUST3965,Kimberly Pratt,Male,44,Meganfurt,Louisiana,West,PROD868,Electronics,Whole,2,424.6,0.25,949.17,271.06,Card,Cancelled,2
ORD100103,2026-01-08,CUST1364,Casey Macias,Female,26,Olsenbury,Ohio,South,PROD975,Furniture,Understand,4,131.85,0.24,983.16,60.78,Card,Cancelled,5
ORD100104,2025-05-28,CUST9611,Andrea Watkins,Male,33,Matthewbury,Arizona,South,PROD349,Electronics,Couple,6,235.6,0.21,511.64,4.12,Card,Pending,5
ORD100105,2026-01-23,CUST4500,Adam Cook,Male,61,Torresmouth,Kansas,South,PROD553,Furniture,Fast,8,467.2,0.15,77.4,-41.36,Card,Delivered,1
ORD100106,2024-04-23,CUST5744,Jacqueline Sutton,Male,31,Jaredborough,Kansas,North,PROD345,Clothing,Between,7,297.45,0.2,911.86,20.19,Card,Delivered,5
ORD100107,2025-12-14,CUST1036,Lori Gray,Male,65,New Donaldville,California,West,PROD841,Clothing,Again,5,206.19,0.17,130.3,10.14,UPI,Delivered,2
ORD100108,2025-06-19,CUST5698,Katherine Vega,Female,29,West Josephport,Oregon,North,PROD418,Electronics,Learn,7,149.82,0.1,43.44,40.86,UPI,Cancelled,1
ORD100109,2024-12-09,CUST5112,Jesus Young,Male,57,South Mariahfurt,Idaho,West,PROD316,Electronics,Both,10,69.54,0.21,659.95,273.18,Cash,Pending,5
ORD100110,2025-03-24,CUST4166,Shawn Tran,Female,42,Barnesbury,Illinois,North,PROD656,Electronics,Manage,1,350.57,0.29,709.89,-97.19,UPI,Pending,1
ORD100111,2024-10-30,CUST4661,Walter Sanchez,Male,25,Laurahaven,Ohio,South,PROD782,Electronics,Population,1,27.1,0.1,845.42,196.33,Cash,Pending,5
ORD100112,2025-02-05,CUST6473,Jorge Hobbs,Female,48,Steeleport,Missouri,West,PROD565,Furniture,Serious,5,345.3,0.05,909.91,0.79,Card,Cancelled,3
ORD100113,2024-07-17,CUST5677,Kathleen Williams,Male,28,North Makayla,Oregon,West,PROD297,Clothing,Painting,4,444.72,0.01,725.82,74.47,UPI,Delivered,5
ORD100114,2024-12-10,CUST5351,Caleb Martinez,Female,38,Livingstontown,Hawaii,West,PROD988,Electronics,Relationship,4,59.68,0.23,601.8,219.59,Card,Cancelled,3
ORD100115,2025-10-02,CUST9718,Jonathon Solis,Male,29,Port Devinton,Wisconsin,South,PROD208,Food,Task,5,353.33,0.1,958.22,-42.51,Cash,Pending,2
ORD100116,2024-09-02,CUST6374,Sarah May,Male,32,New Julie,Mississippi,East,PROD407,Electronics,Couple,9,488.89,0.28,883.22,197.23,UPI,Pending,5
ORD100117,2024-12-26,CUST3333,Brad Jackson,Male,48,Vanessaberg,South Carolina,North,PROD837,Furniture,List,10,158.59,0.03,469.56,91.36,UPI,Pending,5
ORD100118,2025-09-27,CUST7971,Isaac Jackson,Male,29,Loriberg,Ohio,East,PROD295,Furniture,Late,7,348.34,0.05,40.24,9.45,UPI,Delivered,1
ORD100119,2024-08-12,CUST4747,Michael Edwards,Male,50,South Lisa,Missouri,West,PROD667,Furniture,Model,3,84.8,0.25,49.5,-90.98,UPI,Cancelled,4
ORD100120,2025-02-25,CUST1163,Natasha Smith,Female,59,Port Madeline,Texas,South,PROD329,Food,Sell,4,412.98,0.18,282.78,-78.11,UPI,Delivered,5
ORD100121,2024-05-21,CUST7327,Kristen Ramirez,Female,38,Gibsonland,California,South,PROD567,Clothing,Factor,3,38.96,0.27,920.89,105.41,UPI,Cancelled,5
ORD100122,2025-07-17,CUST3976,Karen Brown,Female,48,Lake Samanthatown,Kentucky,West,PROD746,Electronics,Exactly,3,321.65,0.17,921.84,199.67,UPI,Delivered,2
ORD100123,2024-09-04,CUST9867,Ray Johnson,Female,20,Williamsmouth,Mississippi,South,PROD827,Furniture,Over,10,499.12,0.08,20.01,100.16,Cash,Pending,2
ORD100124,2026-03-24,CUST3099,Kevin Williams,Female,20,East Kimberly,Rhode Island,North,PROD642,Food,Claim,7,243.87,0.1,679.56,283.34,UPI,Cancelled,1
ORD100125,2026-01-24,CUST5220,Sharon Johnson,Female,47,Rogersshire,Missouri,East,PROD676,Food,Better,2,72.88,0.01,618.36,16.92,Card,Delivered,3
ORD100126,2025-07-24,CUST4274,Amber Mcdonald,Male,27,Caitlintown,Washington,East,PROD904,Electronics,Mouth,2,141.53,0.09,382.6,8.87,UPI,Cancelled,4
ORD100127,2024-10-07,CUST6671,Monica Skinner,Female,62,Brianview,Kentucky,East,PROD871,Food,Example,3,224.25,0.26,197.2,177.9,UPI,Delivered,4
ORD100128,2025-08-04,CUST3595,Kaitlin Roman,Male,47,Jenniferstad,Washington,South,PROD130,Clothing,Possible,2,191.52,0.09,966.81,201.61,Cash,Delivered,5
ORD100129,2025-02-27,CUST9770,Gregory Ramirez,Female,45,Erikaside,Massachusetts,North,PROD383,Clothing,Section,3,108.13,0.16,683.82,84.25,Cash,Delivered,5
ORD100130,2025-03-15,CUST2619,Kara Stone,Female,64,Rodriguezhaven,Colorado,South,PROD549,Electronics,Bad,3,36.26,0.09,784.61,159.5,Cash,Delivered,4
ORD100131,2024-08-27,CUST5229,Susan Gardner,Female,64,Fieldsburgh,Kansas,East,PROD192,Clothing,Feel,10,91.78,0.19,237.98,-98.99,Card,Pending,4
ORD100132,2025-10-21,CUST5118,Christina Wood,Male,20,Lake Victoria,Maine,West,PROD922,Food,Analysis,6,469.68,0.27,728.01,53.29,Cash,Pending,1
ORD100133,2025-09-16,CUST1438,Cody Campbell,Female,28,New William,Louisiana,South,PROD257,Food,Either,7,361.29,0.17,865.35,-69.05,Card,Pending,2
ORD100134,2024-08-10,CUST4984,Mary Day,Female,62,Castilloville,Idaho,South,PROD494,Furniture,Else,10,45.2,0.14,984.89,-39.63,Card,Delivered,1
ORD100135,2024-06-16,CUST2757,Erik Ortiz,Male,60,North Scottbury,Michigan,South,PROD887,Food,Door,5,348.18,0.28,448.66,85.97,UPI,Cancelled,5
ORD100136,2025-02-25,CUST9569,David Fox,Male,38,South Leontown,Florida,North,PROD151,Food,Effect,4,476.51,0.05,738.7,126.57,Cash,Delivered,3
ORD100137,2025-10-04,CUST6167,Aaron Smith,Female,50,Amyton,California,West,PROD615,Furniture,Daughter,3,269.49,0.06,38.91,185.43,Card,Cancelled,3
ORD100138,2025-11-21,CUST2996,Katrina Watkins,Female,57,Aguirrefurt,Mississippi,East,PROD118,Electronics,Single,6,175.86,0.18,922.85,205.43,UPI,Delivered,3
ORD100139,2024-11-24,CUST4745,Justin Robinson,Male,32,Wilsonhaven,Hawaii,East,PROD778,Furniture,Defense,4,189.1,0.23,65.42,-59.51,UPI,Cancelled,5
ORD100140,2024-04-26,CUST9011,Troy Bates,Female,50,Kellimouth,Utah,East,PROD622,Food,Read,8,321.72,0.01,947.37,-16.87,Card,Cancelled,3
ORD100141,2025-01-22,CUST4253,John Hudson,Male,18,West Christopher,Louisiana,West,PROD101,Clothing,Peace,9,304.83,0.18,681.3,280.54,Cash,Delivered,4
ORD100142,2025-06-05,CUST3800,Mercedes Hernandez,Female,65,Leburgh,Maryland,South,PROD304,Furniture,Child,5,480.07,0.03,868.43,54.41,Cash,Pending,5
ORD100143,2025-10-09,CUST3268,Zachary Gould,Male,60,North Manuelmouth,New Mexico,South,PROD576,Electronics,Second,10,434.07,0.04,782.31,-88.73,Card,Pending,2
ORD100144,2026-02-28,CUST6572,Andrew Elliott,Male,36,East Jessicaside,North Carolina,North,PROD530,Clothing,Suffer,7,262.38,0.0,525.44,-76.2,Cash,Cancelled,4
ORD100145,2025-10-19,CUST8114,Patricia Cole,Female,43,Lake Juan,Alaska,East,PROD815,Electronics,Low,4,246.1,0.16,765.92,224.9,Card,Pending,2
ORD100146,2025-03-18,CUST9505,Emily Olson,Female,22,Lake Davidfurt,Minnesota,South,PROD531,Electronics,Girl,1,374.48,0.06,376.38,123.49,UPI,Delivered,2
ORD100147,2025-08-18,CUST8696,Donald Hill,Female,56,Floreshaven,South Carolina,East,PROD937,Clothing,Seven,7,254.45,0.01,722.04,203.99,Cash,Cancelled,1
ORD100148,2025-09-23,CUST6399,Wendy Hayes,Male,23,Richardfort,Minnesota,South,PROD787,Clothing,Meet,7,237.32,0.02,202.77,252.07,Cash,Delivered,3
ORD100149,2025-07-18,CUST1809,April Bennett,Female,60,South Patricia,Montana,North,PROD876,Electronics,Office,4,370.74,0.08,784.36,263.24,Card,Delivered,4
ORD100150,2026-02-26,CUST4302,Katherine Kelly,Female,19,South Victor,Massachusetts,West,PROD266,Food,Goal,3,382.55,0.28,951.71,55.23,Card,Pending,1
ORD100151,2026-01-14,CUST1841,Rhonda Keith,Male,59,New Lauraburgh,Virginia,North,PROD368,Electronics,Pull,6,88.96,0.08,539.74,181.78,Card,Delivered,5
ORD100152,2025-02-21,CUST2474,Louis Aguirre,Female,44,Lake Jennifertown,Pennsylvania,West,PROD537,Clothing,Provide,2,118.49,0.18,615.72,-91.32,UPI,Delivered,1
ORD100153,2025-02-20,CUST4573,Kelly Clark,Female,55,Pattersonmouth,Florida,East,PROD120,Clothing,Five,6,354.79,0.2,679.6,-47.14,Card,Cancelled,1
ORD100154,2025-05-12,CUST5737,Tim Davis,Male,55,Zacharychester,West Virginia,South,PROD729,Clothing,Bar,4,274.27,0.27,867.69,5.57,Card,Delivered,3
